bps_nama_kabupaten_kota,bps_nama_kecamatan,total_kejadian_2019_2024,rata_rata_kejadian_tahunan,maksimum_kejadian_1_tahun,cluster_kmeans,label_kmeans,cluster_agg,label_agg,cluster_dbscan,label_dbscan
KABUPATEN KUNINGAN,CIWARU,20,3.333333333333333,4,1,Sedang,0,Rendah,0,Rendah
KABUPATEN KUNINGAN,DARMA,0,0.0,0,1,Sedang,0,Rendah,0,Rendah
KABUPATEN KUNINGAN,GARAWANGI,1,0.1666666666666666,1,1,Sedang,0,Rendah,0,Rendah
KABUPATEN KUNINGAN,HANTARA,0,0.0,0,1,Sedang,0,Rendah,0,Rendah
KABUPATEN KUNINGAN,JALAKSANA,5,0.8333333333333334,4,1,Sedang,0,Rendah,0,Rendah
KABUPATEN KUNINGAN,JAPARA,0,0.0,0,1,Sedang,0,Rendah,0,Rendah
KABUPATEN KUNINGAN,KADUGEDE,4,0.6666666666666666,2,1,Sedang,0,Rendah,0,Rendah
KABUPATEN KUNINGAN,KALIMANGGIS,11,1.8333333333333333,2,1,Sedang,0,Rendah,0,Rendah
KABUPATEN KUNINGAN,KARANG KANCANA,0,0.0,0,1,Sedang,0,Rendah,0,Rendah
KABUPATEN KUNINGAN,KRAMATMULYA,1,0.1666666666666666,1,1,Sedang,0,Rendah,0,Rendah
KABUPATEN KUNINGAN,KUNINGAN,0,0.0,0,1,Sedang,0,Rendah,0,Rendah
KABUPATEN KUNINGAN,LEBAKWANGI,0,0.0,0,1,Sedang,0,Rendah,0,Rendah
KABUPATEN KUNINGAN,LURAGUNG,4,0.6666666666666666,1,1,Sedang,0,Rendah,0,Rendah
KABUPATEN KUNINGAN,MALEBER,0,0.0,0,1,Sedang,0,Rendah,0,Rendah
KABUPATEN KUNINGAN,MANDIRANCAN,5,0.8333333333333334,2,1,Sedang,0,Rendah,0,Rendah
KABUPATEN KUNINGAN,NUSAHERANG,0,0.0,0,1,Sedang,0,Rendah,0,Rendah
KABUPATEN KUNINGAN,PANCALANG,0,0.0,0,1,Sedang,0,Rendah,0,Rendah
KABUPATEN KUNINGAN,PASAWAHAN,0,0.0,0,1,Sedang,0,Rendah,0,Rendah
KABUPATEN KUNINGAN,SELAJAMBE,5,0.8333333333333334,2,1,Sedang,0,Rendah,0,Rendah
KABUPATEN KUNINGAN,SINDANG AGUNG,0,0.0,0,1,Sedang,0,Rendah,0,Rendah
KABUPATEN KUNINGAN,SUBANG,0,0.0,0,1,Sedang,0,Rendah,0,Rendah
KABUPATEN MAJALENGKA,ARGAPURA,0,0.0,0,1,Sedang,0,Rendah,0,Rendah
KABUPATEN MAJALENGKA,BANJARAN,1,0.1666666666666666,1,1,Sedang,0,Rendah,0,Rendah
KABUPATEN MAJALENGKA,BANTARUJEG,4,0.6666666666666666,1,1,Sedang,0,Rendah,0,Rendah
KABUPATEN MAJALENGKA,CIGASONG,0,0.0,0,1,Sedang,0,Rendah,0,Rendah
KABUPATEN MAJALENGKA,CIKIJING,23,3.8333333333333335,6,1,Sedang,0,Rendah,0,Rendah
KABUPATEN MAJALENGKA,CINGAMBUL,0,0.0,0,1,Sedang,0,Rendah,0,Rendah
KABUPATEN MAJALENGKA,DAWUAN,21,3.5,6,1,Sedang,0,Rendah,0,Rendah
KABUPATEN MAJALENGKA,JATITUJUH,51,8.5,18,2,Tinggi,1,Sedang,0,Rendah
KABUPATEN MAJALENGKA,JATIWANGI,0,0.0,0,1,Sedang,0,Rendah,0,Rendah
KABUPATEN MAJALENGKA,KADIPATEN,13,2.1666666666666665,4,1,Sedang,0,Rendah,0,Rendah
KABUPATEN MAJALENGKA,KASOKANDEL,10,1.6666666666666667,7,1,Sedang,0,Rendah,0,Rendah
KABUPATEN MAJALENGKA,KERTAJATI,18,3.0,6,1,Sedang,0,Rendah,0,Rendah
KABUPATEN MAJALENGKA,LEMAHSUGIH,2,0.3333333333333333,2,1,Sedang,0,Rendah,0,Rendah
KABUPATEN MAJALENGKA,LEUWIMUNDING,2,0.3333333333333333,2,1,Sedang,0,Rendah,0,Rendah
KABUPATEN MAJALENGKA,LIGUNG,64,10.666666666666666,13,2,Tinggi,1,Sedang,0,Rendah
KABUPATEN MAJALENGKA,MAJA,1,0.1666666666666666,1,1,Sedang,0,Rendah,0,Rendah
KABUPATEN MAJALENGKA,MAJALENGKA,1,0.1666666666666666,1,1,Sedang,0,Rendah,0,Rendah
KABUPATEN MAJALENGKA,MALAUSMA,0,0.0,0,1,Sedang,0,Rendah,0,Rendah
KABUPATEN MAJALENGKA,PALASAH,0,0.0,0,1,Sedang,0,Rendah,0,Rendah
KABUPATEN MAJALENGKA,PANYINGKIRAN,14,2.333333333333333,4,1,Sedang,0,Rendah,0,Rendah
KABUPATEN MAJALENGKA,RAJAGALUH,0,0.0,0,1,Sedang,0,Rendah,0,Rendah
KABUPATEN MAJALENGKA,SINDANG,0,0.0,0,1,Sedang,0,Rendah,0,Rendah
KABUPATEN MAJALENGKA,SINDANGWANGI,0,0.0,0,1,Sedang,0,Rendah,0,Rendah
KABUPATEN MAJALENGKA,SUKAHAJI,2,0.3333333333333333,2,1,Sedang,0,Rendah,0,Rendah
KABUPATEN MAJALENGKA,SUMBERJAYA,33,5.5,10,1,Sedang,1,Sedang,0,Rendah
KABUPATEN MAJALENGKA,TALAGA,0,0.0,0,1,Sedang,0,Rendah,0,Rendah
KABUPATEN PANGANDARAN,CIGUGUR,4,0.6666666666666666,2,1,Sedang,0,Rendah,0,Rendah
KABUPATEN PANGANDARAN,CIJULANG,39,6.5,8,1,Sedang,1,Sedang,0,Rendah
KABUPATEN PANGANDARAN,CIMERAK,20,3.333333333333333,4,1,Sedang,0,Rendah,0,Rendah
KABUPATEN PANGANDARAN,KALIPUCANG,48,8.0,11,2,Tinggi,1,Sedang,0,Rendah
KABUPATEN PANGANDARAN,LANGKAPLANCAR,22,3.6666666666666665,6,1,Sedang,0,Rendah,0,Rendah
KABUPATEN PANGANDARAN,MANGUNJAYA,26,4.333333333333333,6,1,Sedang,0,Rendah,0,Rendah
KABUPATEN PANGANDARAN,PADAHERANG,48,8.0,11,2,Tinggi,1,Sedang,0,Rendah
KABUPATEN PANGANDARAN,PANGANDARAN,22,3.6666666666666665,5,1,Sedang,0,Rendah,0,Rendah
KABUPATEN PANGANDARAN,PARIGI,44,7.333333333333333,13,2,Tinggi,1,Sedang,0,Rendah
KABUPATEN PANGANDARAN,SIDAMULIH,14,2.333333333333333,5,1,Sedang,0,Rendah,0,Rendah
KABUPATEN PURWAKARTA,BABAKANCIKAO,17,2.833333333333333,7,1,Sedang,0,Rendah,0,Rendah
KABUPATEN PURWAKARTA,BOJONG,0,0.0,0,1,Sedang,0,Rendah,0,Rendah
KABUPATEN PURWAKARTA,BUNGURSARI,0,0.0,0,1,Sedang,0,Rendah,0,Rendah
KABUPATEN PURWAKARTA,CAMPAKA,6,1.0,4,1,Sedang,0,Rendah,0,Rendah
KABUPATEN PURWAKARTA,CIBATU,14,2.333333333333333,4,1,Sedang,0,Rendah,0,Rendah
KABUPATEN PURWAKARTA,DARANGDAN,5,0.8333333333333334,2,1,Sedang,0,Rendah,0,Rendah
KABUPATEN PURWAKARTA,JATILUHUR,36,6.0,10,1,Sedang,1,Sedang,0,Rendah
KABUPATEN PURWAKARTA,KIARAPEDES,4,0.6666666666666666,2,1,Sedang,0,Rendah,0,Rendah
KABUPATEN PURWAKARTA,MANIIS,2,0.3333333333333333,1,1,Sedang,0,Rendah,0,Rendah
KABUPATEN PURWAKARTA,PASAWAHAN,10,1.6666666666666667,2,1,Sedang,0,Rendah,0,Rendah
KABUPATEN PURWAKARTA,PLERED,2,0.3333333333333333,1,1,Sedang,0,Rendah,0,Rendah
KABUPATEN PURWAKARTA,PONDOKSALAM,5,0.8333333333333334,1,1,Sedang,0,Rendah,0,Rendah
KABUPATEN PURWAKARTA,PURWAKARTA,0,0.0,0,1,Sedang,0,Rendah,0,Rendah
KABUPATEN PURWAKARTA,SUKASARI,8,1.3333333333333333,4,1,Sedang,0,Rendah,0,Rendah
KABUPATEN PURWAKARTA,SUKATANI,0,0.0,0,1,Sedang,0,Rendah,0,Rendah
KABUPATEN PURWAKARTA,TEGALWARU,34,5.666666666666667,12,1,Sedang,1,Sedang,0,Rendah
KABUPATEN PURWAKARTA,WANAYASA,5,0.8333333333333334,2,1,Sedang,0,Rendah,0,Rendah
KABUPATEN SUBANG,BINONG,19,3.1666666666666665,4,1,Sedang,0,Rendah,0,Rendah
KABUPATEN SUBANG,BLANAKAN,60,10.0,14,2,Tinggi,1,Sedang,0,Rendah
KABUPATEN SUBANG,CIASEM,67,11.166666666666666,13,2,Tinggi,1,Sedang,0,Rendah
KABUPATEN SUBANG,CIATER,0,0.0,0,1,Sedang,0,Rendah,0,Rendah
KABUPATEN SUBANG,CIBOGO,8,1.3333333333333333,2,1,Sedang,0,Rendah,0,Rendah
KABUPATEN SUBANG,CIJAMBE,3,0.5,1,1,Sedang,0,Rendah,0,Rendah
KABUPATEN SUBANG,CIKAUM,7,1.1666666666666667,2,1,Sedang,0,Rendah,0,Rendah
KABUPATEN SUBANG,CIPEUNDEUY,9,1.5,2,1,Sedang,0,Rendah,0,Rendah
KABUPATEN SUBANG,CIPUNAGARA,31,5.166666666666667,10,1,Sedang,1,Sedang,0,Rendah
KABUPATEN SUBANG,CISALAK,18,3.0,5,1,Sedang,0,Rendah,0,Rendah
KABUPATEN SUBANG,COMPRENG,1,0.1666666666666666,1,1,Sedang,0,Rendah,0,Rendah
KABUPATEN SUBANG,DAWUAN,5,0.8333333333333334,1,1,Sedang,0,Rendah,0,Rendah
KABUPATEN SUBANG,JALANCAGAK,3,0.5,1,1,Sedang,0,Rendah,0,Rendah
KABUPATEN SUBANG,KALIJATI,14,2.333333333333333,5,1,Sedang,0,Rendah,0,Rendah
KABUPATEN SUBANG,KASOMALANG,1,0.1666666666666666,1,1,Sedang,0,Rendah,0,Rendah
KABUPATEN SUBANG,LEGONKULON,41,6.833333333333333,11,2,Tinggi,1,Sedang,0,Rendah
KABUPATEN SUBANG,PABUARAN,37,6.166666666666667,9,1,Sedang,1,Sedang,0,Rendah
KABUPATEN SUBANG,PAGADEN,38,6.333333333333333,13,2,Tinggi,1,Sedang,0,Rendah
KABUPATEN SUBANG,PAGADEN BARAT,0,0.0,0,1,Sedang,0,Rendah,0,Rendah
KABUPATEN SUBANG,PAMANUKAN,51,8.5,11,2,Tinggi,1,Sedang,0,Rendah
KABUPATEN SUBANG,PATOKBEUSI,38,6.333333333333333,8,1,Sedang,1,Sedang,0,Rendah
KABUPATEN SUBANG,PURWADADI,6,1.0,2,1,Sedang,0,Rendah,0,Rendah
KABUPATEN SUBANG,PUSAKAJAYA,24,4.0,5,1,Sedang,0,Rendah,0,Rendah
KABUPATEN SUBANG,PUSAKANAGARA,12,2.0,3,1,Sedang,0,Rendah,0,Rendah
KABUPATEN SUBANG,SAGALAHERANG,4,0.6666666666666666,3,1,Sedang,0,Rendah,0,Rendah
KABUPATEN SUBANG,SERANGPANJANG,0,0.0,0,1,Sedang,0,Rendah,0,Rendah
KABUPATEN SUBANG,SUKASARI,20,3.333333333333333,4,1,Sedang,0,Rendah,0,Rendah
KABUPATEN SUBANG,TAMBAKDAHAN,14,2.333333333333333,4,1,Sedang,0,Rendah,0,Rendah
KABUPATEN SUBANG,TANJUNGSIANG,14,2.333333333333333,5,1,Sedang,0,Rendah,0,Rendah
KABUPATEN SUKABUMI,BANTARGADUNG,23,3.8333333333333335,6,1,Sedang,0,Rendah,0,Rendah
KABUPATEN SUKABUMI,BOJONGGENTENG,0,0.0,0,1,Sedang,0,Rendah,0,Rendah
KABUPATEN SUKABUMI,CARINGIN,5,0.8333333333333334,3,1,Sedang,0,Rendah,0,Rendah
KABUPATEN SUKABUMI,CIAMBAR,6,1.0,3,1,Sedang,0,Rendah,0,Rendah
KABUPATEN SUKABUMI,CIBADAK,25,4.166666666666667,7,1,Sedang,0,Rendah,0,Rendah
KABUPATEN SUKABUMI,CIBITUNG,9,1.5,3,1,Sedang,0,Rendah,0,Rendah
KABUPATEN SUKABUMI,CICANTAYAN,10,1.6666666666666667,4,1,Sedang,0,Rendah,0,Rendah
KABUPATEN SUKABUMI,CICURUG,24,4.0,6,1,Sedang,0,Rendah,0,Rendah
KABUPATEN SUKABUMI,CIDADAP,0,0.0,0,1,Sedang,0,Rendah,0,Rendah
KABUPATEN SUKABUMI,CIDAHU,28,4.666666666666667,7,1,Sedang,0,Rendah,0,Rendah
KABUPATEN SUKABUMI,CIDOLOG,13,2.1666666666666665,4,1,Sedang,0,Rendah,0,Rendah
KABUPATEN SUKABUMI,CIEMAS,42,7.0,9,2,Tinggi,1,Sedang,0,Rendah
KABUPATEN SUKABUMI,CIKAKAK,7,1.1666666666666667,2,1,Sedang,0,Rendah,0,Rendah
KABUPATEN SUKABUMI,CIKEMBAR,0,0.0,0,1,Sedang,0,Rendah,0,Rendah
KABUPATEN SUKABUMI,CIKIDANG,19,3.1666666666666665,4,1,Sedang,0,Rendah,0,Rendah
KABUPATEN SUKABUMI,CIMANGGU,14,2.333333333333333,5,1,Sedang,0,Rendah,0,Rendah
KABUPATEN SUKABUMI,CIRACAP,18,3.0,4,1,Sedang,0,Rendah,0,Rendah
KABUPATEN SUKABUMI,CIREUNGHAS,6,1.0,1,1,Sedang,0,Rendah,0,Rendah
KABUPATEN SUKABUMI,CISAAT,1,0.1666666666666666,1,1,Sedang,0,Rendah,0,Rendah
KABUPATEN SUKABUMI,CISOLOK,30,5.0,7,1,Sedang,1,Sedang,0,Rendah
KABUPATEN SUKABUMI,CURUGKEMBAR,0,0.0,0,1,Sedang,0,Rendah,0,Rendah
KABUPATEN SUKABUMI,GEGERBITUNG,21,3.5,6,1,Sedang,0,Rendah,0,Rendah
KABUPATEN SUKABUMI,GUNUNGGURUH,19,3.1666666666666665,6,1,Sedang,0,Rendah,0,Rendah
KABUPATEN SUKABUMI,JAMPANGKULON,16,2.6666666666666665,6,1,Sedang,0,Rendah,0,Rendah
KABUPATEN SUKABUMI,JAMPANGTENGAH,22,3.6666666666666665,4,1,Sedang,0,Rendah,0,Rendah
KABUPATEN SUKABUMI,KABANDUNGAN,0,0.0,0,1,Sedang,0,Rendah,0,Rendah
KABUPATEN SUKABUMI,KADUDAMPIT,20,3.333333333333333,10,1,Sedang,0,Rendah,0,Rendah
KABUPATEN SUKABUMI,KALAPANUNGGAL,0,0.0,0,1,Sedang,0,Rendah,0,Rendah
KABUPATEN SUKABUMI,KALIBUNDER,35,5.833333333333333,7,1,Sedang,1,Sedang,0,Rendah
KABUPATEN SUKABUMI,KEBONPEDES,6,1.0,6,1,Sedang,0,Rendah,0,Rendah
KABUPATEN SUKABUMI,LENGKONG,2,0.3333333333333333,1,1,Sedang,0,Rendah,0,Rendah
KABUPATEN SUKABUMI,NAGRAK,14,2.333333333333333,4,1,Sedang,0,Rendah,0,Rendah
KABUPATEN SUKABUMI,NYALINDUNG,4,0.6666666666666666,2,1,Sedang,0,Rendah,0,Rendah
KABUPATEN SUKABUMI,PABUARAN,12,2.0,4,1,Sedang,0,Rendah,0,Rendah
KABUPATEN SUKABUMI,PALABUHANRATU,57,9.5,11,2,Tinggi,1,Sedang,0,Rendah
KABUPATEN SUKABUMI,PARAKANSALAK,0,0.0,0,1,Sedang,0,Rendah,0,Rendah
KABUPATEN SUKABUMI,PARUNGKUDA,10,1.6666666666666667,3,1,Sedang,0,Rendah,0,Rendah
KABUPATEN SUKABUMI,PURABAYA,16,2.6666666666666665,4,1,Sedang,0,Rendah,0,Rendah
KABUPATEN SUKABUMI,SAGARANTEN,8,1.3333333333333333,2,1,Sedang,0,Rendah,0,Rendah
KABUPATEN SUKABUMI,SIMPENAN,1,0.1666666666666666,1,1,Sedang,0,Rendah,0,Rendah
KABUPATEN SUKABUMI,SUKABUMI,5,0.8333333333333334,2,1,Sedang,0,Rendah,0,Rendah
KABUPATEN SUKABUMI,SUKALARANG,31,5.166666666666667,19,1,Sedang,1,Sedang,0,Rendah
KABUPATEN SUKABUMI,SUKARAJA,14,2.333333333333333,4,1,Sedang,0,Rendah,0,Rendah
KABUPATEN SUKABUMI,SURADE,6,1.0,3,1,Sedang,0,Rendah,0,Rendah
KABUPATEN SUKABUMI,TEGALBULEUD,20,3.333333333333333,5,1,Sedang,0,Rendah,0,Rendah
KABUPATEN SUKABUMI,WALURAN,0,0.0,0,1,Sedang,0,Rendah,0,Rendah
KABUPATEN SUKABUMI,WARUNGKIARA,15,2.5,4,1,Sedang,0,Rendah,0,Rendah
KABUPATEN SUMEDANG,BUAHDUA,2,0.3333333333333333,1,1,Sedang,0,Rendah,0,Rendah
KABUPATEN SUMEDANG,CIBUGEL,0,0.0,0,1,Sedang,0,Rendah,0,Rendah
KABUPATEN SUMEDANG,CIMALAKA,5,0.8333333333333334,3,1,Sedang,0,Rendah,0,Rendah
KABUPATEN SUMEDANG,CIMANGGUNG,21,3.5,6,1,Sedang,0,Rendah,0,Rendah
KABUPATEN SUMEDANG,CISARUA,0,0.0,0,1,Sedang,0,Rendah,0,Rendah
KABUPATEN SUMEDANG,CISITU,0,0.0,0,1,Sedang,0,Rendah,0,Rendah
KABUPATEN SUMEDANG,CONGGEANG,4,0.6666666666666666,4,1,Sedang,0,Rendah,0,Rendah
KABUPATEN SUMEDANG,DARMARAJA,6,1.0,1,1,Sedang,0,Rendah,0,Rendah
KABUPATEN SUMEDANG,GANEAS,2,0.3333333333333333,2,1,Sedang,0,Rendah,0,Rendah
KABUPATEN SUMEDANG,JATIGEDE,8,1.3333333333333333,3,1,Sedang,0,Rendah,0,Rendah
KABUPATEN SUMEDANG,JATINANGOR,69,11.5,13,2,Tinggi,1,Sedang,0,Rendah
KABUPATEN SUMEDANG,JATINUNGGAL,0,0.0,0,1,Sedang,0,Rendah,0,Rendah
KABUPATEN SUMEDANG,PAMULIHAN,1,0.1666666666666666,1,1,Sedang,0,Rendah,0,Rendah
KABUPATEN SUMEDANG,PASEH,2,0.3333333333333333,1,1,Sedang,0,Rendah,0,Rendah
KABUPATEN SUMEDANG,RANCAKALONG,0,0.0,0,1,Sedang,0,Rendah,0,Rendah
KABUPATEN SUMEDANG,SITURAJA,4,0.6666666666666666,2,1,Sedang,0,Rendah,0,Rendah
KABUPATEN SUMEDANG,SUKASARI,0,0.0,0,1,Sedang,0,Rendah,0,Rendah
KABUPATEN SUMEDANG,SUMEDANG SELATAN,2,0.3333333333333333,2,1,Sedang,0,Rendah,0,Rendah
KABUPATEN SUMEDANG,SUMEDANG UTARA,12,2.0,2,1,Sedang,0,Rendah,0,Rendah
KABUPATEN SUMEDANG,SURIAN,9,1.5,3,1,Sedang,0,Rendah,0,Rendah
KABUPATEN SUMEDANG,TANJUNGKERTA,9,1.5,3,1,Sedang,0,Rendah,0,Rendah
KABUPATEN SUMEDANG,TANJUNGMEDAR,0,0.0,0,1,Sedang,0,Rendah,0,Rendah
KABUPATEN SUMEDANG,TANJUNGSARI,0,0.0,0,1,Sedang,0,Rendah,0,Rendah
KABUPATEN SUMEDANG,TOMO,15,2.5,10,1,Sedang,0,Rendah,0,Rendah
KABUPATEN SUMEDANG,UJUNGJAYA,80,13.333333333333334,17,2,Tinggi,1,Sedang,0,Rendah
KABUPATEN SUMEDANG,WADO,1,0.1666666666666666,1,1,Sedang,0,Rendah,0,Rendah
KABUPATEN TASIKMALAYA,BANTARKALONG,12,2.0,5,1,Sedang,0,Rendah,0,Rendah
KABUPATEN TASIKMALAYA,BOJONGASIH,8,1.3333333333333333,4,1,Sedang,0,Rendah,0,Rendah
KABUPATEN TASIKMALAYA,BOJONGGAMBIR,0,0.0,0,1,Sedang,0,Rendah,0,Rendah
KABUPATEN TASIKMALAYA,CIAWI,11,1.8333333333333333,3,1,Sedang,0,Rendah,0,Rendah
KABUPATEN TASIKMALAYA,CIBALONG,0,0.0,0,1,Sedang,0,Rendah,0,Rendah
KABUPATEN TASIKMALAYA,CIGALONTANG,0,0.0,0,1,Sedang,0,Rendah,0,Rendah
KABUPATEN TASIKMALAYA,CIKALONG,10,1.6666666666666667,2,1,Sedang,0,Rendah,0,Rendah
KABUPATEN TASIKMALAYA,CIKATOMAS,6,1.0,2,1,Sedang,0,Rendah,0,Rendah
KABUPATEN TASIKMALAYA,CINEAM,1,0.1666666666666666,1,1,Sedang,0,Rendah,0,Rendah
KABUPATEN TASIKMALAYA,CIPATUJAH,74,12.333333333333334,18,2,Tinggi,1,Sedang,0,Rendah
KABUPATEN TASIKMALAYA,CISAYONG,14,2.333333333333333,5,1,Sedang,0,Rendah,0,Rendah
KABUPATEN TASIKMALAYA,CULAMEGA,0,0.0,0,1,Sedang,0,Rendah,0,Rendah
KABUPATEN TASIKMALAYA,GUNUNG TANJUNG,1,0.1666666666666666,1,1,Sedang,0,Rendah,0,Rendah
KABUPATEN TASIKMALAYA,JAMANIS,2,0.3333333333333333,1,1,Sedang,0,Rendah,0,Rendah
KABUPATEN TASIKMALAYA,JATIWARAS,4,0.6666666666666666,1,1,Sedang,0,Rendah,0,Rendah
KABUPATEN TASIKMALAYA,KADIPATEN,11,1.8333333333333333,2,1,Sedang,0,Rendah,0,Rendah
KABUPATEN TASIKMALAYA,KARANG JAYA,0,0.0,0,1,Sedang,0,Rendah,0,Rendah
KABUPATEN TASIKMALAYA,KARANGNUNGGAL,46,7.666666666666667,10,2,Tinggi,1,Sedang,0,Rendah
KABUPATEN TASIKMALAYA,LEUWISARI,2,0.3333333333333333,1,1,Sedang,0,Rendah,0,Rendah
KABUPATEN TASIKMALAYA,MANGUNREJA,0,0.0,0,1,Sedang,0,Rendah,0,Rendah
KABUPATEN TASIKMALAYA,MANONJAYA,4,0.6666666666666666,2,1,Sedang,0,Rendah,0,Rendah
KABUPATEN TASIKMALAYA,PADAKEMBANG,7,1.1666666666666667,2,1,Sedang,0,Rendah,0,Rendah
KABUPATEN TASIKMALAYA,PAGERAGEUNG,15,2.5,3,1,Sedang,0,Rendah,0,Rendah
KABUPATEN TASIKMALAYA,PANCATENGAH,63,10.5,14,2,Tinggi,1,Sedang,0,Rendah
KABUPATEN TASIKMALAYA,PARUNGPONTENG,1,0.1666666666666666,1,1,Sedang,0,Rendah,0,Rendah
KABUPATEN TASIKMALAYA,PUSPAHIANG,0,0.0,0,1,Sedang,0,Rendah,0,Rendah
KABUPATEN TASIKMALAYA,RAJAPOLAH,17,2.833333333333333,7,1,Sedang,0,Rendah,0,Rendah
KABUPATEN TASIKMALAYA,SALAWU,0,0.0,0,1,Sedang,0,Rendah,0,Rendah
KABUPATEN TASIKMALAYA,SALOPA,1,0.1666666666666666,1,1,Sedang,0,Rendah,0,Rendah
KABUPATEN TASIKMALAYA,SARIWANGI,0,0.0,0,1,Sedang,0,Rendah,0,Rendah
KABUPATEN TASIKMALAYA,SINGAPARNA,10,1.6666666666666667,4,1,Sedang,0,Rendah,0,Rendah
KABUPATEN TASIKMALAYA,SODONGHILIR,10,1.6666666666666667,4,1,Sedang,0,Rendah,0,Rendah
KABUPATEN TASIKMALAYA,SUKAHENING,4,0.6666666666666666,1,1,Sedang,0,Rendah,0,Rendah
KABUPATEN TASIKMALAYA,SUKARAJA,0,0.0,0,1,Sedang,0,Rendah,0,Rendah
KABUPATEN TASIKMALAYA,SUKARAME,0,0.0,0,1,Sedang,0,Rendah,0,Rendah
KABUPATEN TASIKMALAYA,SUKARATU,12,2.0,3,1,Sedang,0,Rendah,0,Rendah
KABUPATEN TASIKMALAYA,SUKARESIK,42,7.0,10,2,Tinggi,1,Sedang,0,Rendah
KABUPATEN TASIKMALAYA,TANJUNGJAYA,0,0.0,0,1,Sedang,0,Rendah,0,Rendah
KABUPATEN TASIKMALAYA,TARAJU,0,0.0,0,1,Sedang,0,Rendah,0,Rendah
KOTA BANJAR,BANJAR,4,0.6666666666666666,1,1,Sedang,0,Rendah,0,Rendah
KOTA BANJAR,LANGENSARI,14,2.333333333333333,4,1,Sedang,0,Rendah,0,Rendah
KOTA BANJAR,PATARUMAN,16,2.6666666666666665,5,1,Sedang,0,Rendah,0,Rendah
KOTA BANJAR,PURWAHARJA,5,0.8333333333333334,2,1,Sedang,0,Rendah,0,Rendah
